12285	2811	3484
8057	15929	11805
4131	12855	6686
25923	19216	8461
4942	18746	5497
845	16619	14973
15047	18731	9812
16698	12008	17135
24020	250	871
18078	17649	21053
20476	20617	9550
11530	2787	6244
7243	4606	21593
14528	19784	5077
17281	13561	22120
1149	2641	24187
1344	1915	12433
14559	6794	26765
1149	19673	21894
14662	13576	6311
14518	12418	21795
21072	15934	4124
1356	9847	25974
6318	4438	17219
5404	5004	8798
18726	17416	9550
8991	20665	3140
20425	19848	10540
8057	17874	25066
9105	5987	1543
17995	20691	16118
18978	9118	22185
25928	2084	20464
21276	14070	1821
15129	20751	5037
20234	4128	13673
23158	14611	11557
7151	13314	10479
7608	7723	14638
22957	5884	24230
11028	198	23565
19718	250	9549
42	1513	3314
19250	13570	5531
16543	7611	9550
7608	1695	20670
2427	6888	25474
7169	7800	5743
14292	8439	358
4942	9463	16206
20262	2939	22978
19742	11007	22343
18621	1571	12862
1361	10186	17747
5298	4936	23473
884	17737	11082
24247	12914	4977
10667	6794	25764
1381	12552	25496
24119	17722	21001
17909	12368	5263
10047	9775	4180
24766	7484	15784
7608	5576	11396
1954	16813	21276
20425	7364	1466
5022	12914	16727
6464	11949	1498
6244	14504	21043
5946	20676	18688
22939	18084	12836
2168	11897	17446
19675	6755	7512
8047	12730	6949
14679	11484	10874
22090	19784	13890
8657	16883	6672
11504	6807	23706
20344	14922	21319
7772	20343	24712
20037	7936	18816
16530	21065	7215
3631	5614	24627
6021	12322	6291
11154	10304	1527
1173	13524	6727
9736	6444	12789
10433	20453	18155
25737	17960	24749
22678	250	1189
24093	10190	42
25321	2824	25478
18885	16499	12404
25974	21	16427
1803	5884	22661
9324	5115	21087
13490	16487	16504
26248	19536	6886
16922	8440	16885
4595	1652	20901
25294	493	4275
9113	11685	13714
8636	16782	8554
6485	2912	10398
20965	2052	1416
6244	18403	21043
312	5916	4403
19679	12115	25278
4484	19857	8888
26341	11099	1822
1614	4995	5119
25352	778	258
9669	6794	2059
9341	6284	1081
14106	10438	9550
25884	21491	5570
12983	11847	15142
6074	9569	22317
3539	2759	21276
8057	8882	26632
946	6794	23565
26492	8327	12487
23565	14157	7558
13023	16725	1997
21723	10335	1736
19994	17033	512
21491	14432	25964
20431	10622	13921
22415	5617	15253
22415	4231	16540
10444	4878	23867
9572	6794	3675
24130	347	25429
2257	9494	15586
7531	200	17125
18752	4785	24749
2995	6794	9985
16297	16832	1821
18540	21119	1821
7215	7702	6578
23617	17490	9550
19451	10977	21456
26922	15715	21304
25619	2901	14464
16830	14693	17719
7449	5414	9020
3406	8817	1342
5884	8817	10647
4391	2804	15613
23436	5969	1688
15386	12420	1122
2086	20402	7755
4064	6794	6028
6666	12094	18688
15253	15449	20249
21013	17870	6691
25314	2427	17299
11232	16445	23985
10940	15397	203
1351	18192	23223
22530	16267	23599
17678	21365	23822
4403	16652	25444
2087	6794	9678
5029	14528	23277
14405	19326	17671
16186	13648	5733
15675	21453	14295
7891	6794	25188
20573	12841	8057
9550	493	5152
4238	6694	10336
21124	6794	1040
15443	16322	16016
10263	8789	23860
7191	17490	6070
11805	19877	19578
7260	9877	16722
24385	13705	8365
22587	16784	4972
11969	11856	1010
6093	13789	772
17095	8292	3272
16457	6921	9596
12141	15424	10320
8057	9658	20206
20454	3641	12445
20454	5975	7799
8401	8200	23565
19642	17490	21429
17165	5685	17165
19120	2110	14610
15001	17393	7854
7339	16300	21959
13576	12914	13454
9550	21210	20925
8057	5799	1583
17979	8777	10206
21856	6794	5838
18810	17244	5846
15093	11261	8790
21276	19856	20425
10391	13281	4720
9599	17855	8365
9657	15558	4330
717	6761	18804
1341	20185	11739
21417	15224	16012
12178	9105	21580
2274	16929	23863
2139	8104	16958
22442	3347	25711
20210	7555	22884
2603	7236	12640
23143	6794	24482
8817	46	11392
6087	21038	261
11406	11963	24046
5163	15190	13541
955	17272	15886
16091	20155	1002
21580	3679	6318
24037	9768	9432
22406	4684	23853
2360	8952	14148
7608	1657	15283
8057	5790	20991
8915	13897	19612
18292	12918	401
17335	6304	23777
25307	2450	6238
26095	998	42
26461	17176	22530
25662	17612	3374
10323	6794	22314
7152	21283	15666
19169	8605	42
24060	7563	12170
26620	14063	11571
5341	18029	5954
20037	17257	24749
129	5533	21580
2739	18743	21489
5956	852	10119
26951	1429	13531
21587	1860	18748
21821	15708	4309
26505	13603	20696
16186	19188	4204
26793	14739	23972
20425	5436	10540
14418	18203	20079
15866	3525	21291
21140	15810	13688
13635	11778	13636
9322	18162	10567
2530	20621	10022
20000	15088	18921
2900	6497	12577
15433	6794	7017
2809	3454	26398
22039	11537	26577
7243	10693	21593
15891	8242	947
20425	8891	26445
4	3417	20729
18364	10518	13025
22499	5513	4605
20425	7988	15253
21078	2511	11803
8928	15727	6909
14829	8775	6088
22239	17236	13886
3239	12503	14949
16243	7797	19861
10162	11695	6853
1009	15730	5032
12059	1962	23030
42	17604	25974
23143	6294	17831
26085	6701	5771
10022	20056	4304
4198	19888	8275
13206	13751	13206
8666	9580	8991
8767	13955	23768
12213	9083	19146
14215	6794	4328
19971	18728	2579
12237	17283	13193
15005	15035	26190
9347	21126	22446
26526	6794	1395
15891	18889	4626
22041	20330	13944
13236	2948	6378
2545	17490	26334
20608	9343	17757
14019	6794	12645
1534	15641	26434
20554	548	14916
2195	4642	13063
11805	6288	2461
8825	6794	18595
17793	14739	14229
10573	15740	10136
18624	13505	1606
4847	7807	23112
23401	5174	21317
24035	16155	24035
7608	15689	24135
7715	18130	3278
18576	11878	21276
20425	14902	11607
20153	908	6714
18144	14461	5399
24958	13345	6966
10154	3287	23223
2603	8520	23599
21227	14293	15586
7608	10269	2603
17219	5942	25590
7208	11202	2427
5141	15559	17456
143	12391	20394
1856	12175	9291
6970	13058	2257
15586	7488	9742
1889	3071	20242
20425	7015	5846
22999	5027	6518
12388	20433	14743
19611	11352	2603
13446	20969	12405
16830	20624	9155
8219	12200	15572
5826	10972	21994
21086	11028	3529
819	20544	20468
14133	13241	14083
5846	3858	26531
6318	13022	3325
2788	7102	15696
13954	5216	23225
7615	10599	25463
14925	16397	2202
3365	21555	16822
25370	11376	14464
8057	7192	5846
5037	15197	618
841	20957	14711
13018	20206	18576
4432	11269	4124
21074	5265	15007
11571	11244	26620
