18292	12918	401
18804	9856	13886
26022	16992	5755
3406	8817	12585
21534	5309	3707
21013	17870	6691
10980	12006	8451
6519	8697	12823
14427	12934	4035
14888	17923	25179
2603	15087	523
14651	5889	12251
4267	11268	1716
12936	4695	17293
5936	15504	19749
11482	5533	15698
23143	2084	15532
1690	12214	4594
6268	17053	4796
8716	12214	16920
7541	12919	16911
15050	15221	7295
2996	6115	17294
17219	5496	1525
16407	18922	15253
19561	11869	4694
5583	1750	13134
4700	1312	21276
2202	14573	19621
25988	21078	23641
22819	13490	20052
6240	8817	18932
1604	12706	15955
11139	8860	12074
24583	17413	19222
6425	7171	2509
21511	14822	22950
4912	11619	21257
16641	1706	2775
12193	10558	8888
24637	1168	25278
22957	16161	10773
16833	15727	430
23582	2051	24207
8767	13955	23768
6016	17490	1970
19799	6997	22746
3823	15517	26095
21798	6794	21593
4561	4631	8383
16731	12107	8885
19964	17735	9985
17219	16971	17219
11280	13603	22662
5846	8793	22088
21512	5275	17318
24594	7779	2832
3395	3022	7420
9839	17910	10146
5056	13835	2184
23275	799	15253
15807	11561	9534
10405	13353	24810
23940	11007	21854
26175	18072	23608
24126	19329	2186
19705	14157	23642
14592	4647	11333
1960	13374	23599
11064	6581	3047
21248	17691	5971
6801	1652	19677
16046	9731	42
7425	6794	21460
8888	8242	25619
23949	12781	1127
10112	17664	2257
10361	6794	12552
15684	20994	10320
6225	5533	21660
9662	6050	23697
11697	18836	3685
22276	14015	8110
19873	6955	20911
23311	15631	2185
15213	4487	14795
7793	6866	7698
13029	2548	23232
15384	12914	3016
25027	5233	14911
8131	17490	23995
4798	10447	21276
9919	1858	11669
25352	6794	20850
6014	1468	1037
1734	6794	20642
14464	9423	12663
10022	21591	13567
16905	9601	10499
19869	19083	16888
4353	6794	24485
3668	2135	21959
15253	15379	14354
20128	15517	12433
12795	20033	12550
20747	20943	16016
11802	20753	24037
8735	6805	8019
22935	17315	59
17379	15340	11629
14351	18823	14351
21903	15574	22580
23351	6240	24204
16751	12214	9667
335	16908	12571
14638	2436	24119
12112	19995	3821
14884	15841	14032
20070	19784	21891
6095	18035	13396
26473	7608	7262
15727	16011	19872
9658	1672	4444
24749	21102	23155
25612	14055	24838
2921	15727	22653
14783	6946	8852
17995	10552	16427
23220	3551	23408
16055	18284	8365
14464	12378	24598
26216	16650	6244
765	12816	26964
18572	8930	5986
21336	7332	1824
17774	12643	14168
8057	6804	18253
20425	2987	12640
841	15496	2969
25306	2711	25306
5999	10535	9966
24958	21246	15525
5085	4702	13998
11210	11038	1341
24533	3078	6063
7922	19559	23505
10275	908	16046
12433	2676	12784
19913	3044	21893
18125	14831	4098
16031	17076	4269
14751	14393	42
4958	8609	19709
6271	20537	4390
17705	15849	775
17568	5576	3975
4702	3384	20306
652	21414	25474
23995	12599	20012
143	8817	4779
20013	4122	7241
4443	6134	23501
7608	7467	23565
5854	15840	25474
13811	13016	9550
12602	633	24791
23043	10439	42
1536	120	18262
25272	1541	13469
15703	3779	2139
7406	6794	13998
18646	8697	7733
21227	10761	1905
5815	5631	19242
23683	11474	320
11345	6794	5154
4175	12214	2240
5846	456	8160
12917	5805	13819
26620	8242	13622
2202	12791	2257
21966	21205	10910
7985	18966	7163
24958	13345	6966
21818	5884	6595
23617	8372	6185
5299	3057	21199
19191	17870	16122
25970	7697	8586
17694	5414	7268
21521	11713	16874
26586	19086	25974
18523	19104	24546
8401	11098	2257
15574	4370	23057
18470	6794	26970
17739	18393	15253
9372	250	21227
17335	20198	9767
3154	11157	21959
18811	13159	24835
14721	8932	2707
15576	5533	23565
4726	9939	6966
22868	17596	10
24409	18992	13045
26941	8035	5044
19289	12414	5846
4033	4234	7451
7072	16652	673
18092	9896	2257
9976	17537	2503
25059	20330	22964
26274	15340	4487
18624	19230	25412
21338	19870	18262
2266	11859	2597
17335	19101	26097
18350	6794	21959
26524	6794	17899
21745	10505	22251
13739	15809	10864
10180	5233	23519
9015	17617	1101
15477	5991	10339
18036	17490	21276
6885	12301	6680
7608	21019	19334
17299	4692	9624
6931	7769	7191
18811	7660	5846
21041	8817	25515
42	15041	15253
9216	10481	10083
7474	12411	8888
22279	3535	8787
6318	4438	17219
12688	6386	26990
24556	17870	13051
22975	10086	3688
20747	8483	7555
14142	9285	24749
1221	16225	17107
8280	18256	23331
19505	11212	16319
25655	12317	3263
13227	3295	543
55	18871	21959
7680	18579	16286
8365	15820	8972
8008	21570	6069
7606	17512	4346
23043	3204	22321
14010	6605	14010
6318	17992	7420
9935	14482	5560
5248	10773	12186
26371	7794	2636
20425	17932	16085
5596	528	4269
1901	6794	17263
23565	20990	17567
15486	3571	22935
2124	6961	5152
717	7913	18804
17484	13159	18987
26006	1353	24231
13698	6921	15538
11132	17778	12509
6876	19261	20110
1651	10316	18726
19995	16619	17592
3266	17710	19454
26757	11565	25575
15586	3775	8666
26323	16679	403
16137	13711	12910
21959	14975	4124
8131	9616	16012
19517	14706	19035
2853	8817	6362
1344	8920	25619
10588	16225	4283
24481	20027	4283
9343	14993	2463
24080	14323	2603
5663	6784	22530
20079	1182	3100
14211	10935	13886
13939	8483	16605
23268	7315	5711
17335	6924	18407
12817	16074	12817
7554	11531	26255
14323	14739	7608
21588	564	17140
25583	11097	15984
7803	2530	13595
25515	5883	15717
16332	18934	19485
9599	17855	8365
24749	183	3737
5846	16956	5636
14043	18652	11425
3612	5367	9833
24642	19784	14843
22978	7129	13114
23540	6148	22915
9113	11685	13714
5331	1830	9463
374	12271	26477
18636	10156	25974
23565	12849	10132
7835	11572	19147
22781	11717	11381
15183	11180	2696
4787	3376	2257
10028	20860	19096
17215	6746	15759
21959	784	42
7867	6030	23043
14783	19953	20105
14584	12695	19222
25650	6666	5614
9570	18073	6796
2360	9081	15317
21072	10903	8057
23156	20913	26717
6986	14374	25935
6463	7717	12952
14721	6794	20077
5846	13805	9372
20084	3523	14034
65	20888	23409
11805	7192	21711
25789	18784	12390
19846	1898	5529
6950	2416	26011
10072	12146	13802
24119	14073	8401
2973	10072	15255
15289	19876	26945
22218	31	18608
3113	6794	20052
6330	13603	2696
25988	11832	21769
25370	2461	12656
4980	1394	5869
11089	14149	10774
21580	7305	7262
15323	11900	5066
21342	1957	3327
9966	1230	18490
6483	1338	17384
20000	15088	18921
7393	10954	2707
14262	2306	18624
17072	9789	11548
19887	15063	19586
9648	11484	20425
8888	16434	12854
26216	9048	11805
15528	18371	18253
10971	908	25278
10248	10619	23375
21290	6335	13525
22762	8478	6425
14721	5090	2257
10405	13505	10081
14464	6293	7322
3833	17294	23175
11607	3853	21276
24304	7283	7207
118	7834	26959
772	3525	3537
14788	13690	18187
2401	18389	23940
18366	8313	22868
8057	17541	16715
543	383	10598
23728	1144	22716
9743	20907	24117
14704	21238	1464
24984	11348	1599
25176	14259	23639
16400	9763	5142
14886	10366	5611
7793	17109	13998
8285	5884	26574
13297	8505	10154
23992	15013	24037
2716	1117	26095
24913	18229	10595
25748	8436	15984
26173	8598	17593
23012	19446	356
3463	6794	4072
5665	18229	19963
24753	9665	16182
25843	17882	25843
5347	10626	20381
6318	18953	20512
10137	677	21008
14229	7825	8057
8057	3669	19748
8805	3525	17041
15491	908	15042
10214	8697	23827
3999	15869	22243
16812	20883	21959
23156	1428	4958
21723	8608	6557
24749	19368	5252
2450	745	21888
11888	9599	26658
14282	908	5066
13013	5062	21959
5020	12284	6244
7487	13102	20631
23565	19803	17732
20649	13426	8057
2243	13144	8286
8563	7680	7171
8792	20487	1266
14638	2158	22277
21512	9665	6831
8019	5493	986
23573	10257	9232
25581	16899	13030
23995	15739	21417
8979	6011	25989
65	13954	9856
22835	19760	16012
19943	1587	20758
2345	12122	12685
24032	20631	9888
1141	20471	18726
19522	6794	25536
4101	21224	17465
2603	598	2603
6270	4081	16181
20949	5840	23370
