13911	568	8441
5608	21407	5846
25980	19521	9870
17482	1789	13418
3322	10543	4459
14592	21210	12483
15253	9833	15660
25588	10433	15253
26006	2535	10217
11805	12658	5846
22530	4572	17653
17165	5685	17165
7351	10586	7420
26095	18647	13819
5389	7498	18253
5331	7652	397
15579	15190	11378
2870	908	26166
1005	7477	10336
25240	18449	12640
6318	370	12980
2257	12694	5846
26095	9934	21276
5334	12914	24335
12823	20504	21250
888	6794	4893
5751	10951	18257
8047	4361	26625
22218	17870	13705
14506	14384	25860
14271	9453	9094
4720	8483	1887
452	1067	7961
9279	1904	6369
26758	10126	10243
2398	16349	17543
15586	7488	9742
11698	18619	10808
17020	9532	25657
17230	6794	4415
3871	15925	24162
21234	1450	10241
11633	16385	4158
24230	10861	7300
4722	13879	21545
16256	12545	26095
118	18515	19028
23565	20656	25429
10153	17287	26743
9550	2079	26121
8603	11111	1040
23143	1891	16123
15586	14634	12640
11454	6794	1628
15992	20907	18500
12569	7357	18896
17009	8130	21276
15475	15034	18913
23143	6794	4347
10461	17432	4124
10029	6794	22921
25507	4048	18430
3265	15747	25206
14064	16920	25302
23739	19296	16607
17401	18155	2869
14464	490	8888
19492	17342	12065
26295	9108	7995
15332	566	747
16610	3105	11039
107	8697	22312
25910	14693	9550
12170	10099	12170
24020	250	871
21495	2687	22978
6757	8437	8302
8273	21300	9539
26216	17299	23506
15570	3483	21216
7608	2084	24594
19932	327	15149
6917	12213	24119
20	17870	10085
864	17870	3097
5954	13858	24756
5846	14711	24203
17668	6794	17263
4936	10145	2142
10986	5889	1621
19327	6794	25515
10036	10009	15827
12078	11967	9548
1614	21011	1614
9075	20107	6672
9105	5987	1543
18125	14831	4098
19799	6997	22746
2791	6794	11492
6413	808	14982
26620	19172	14966
12640	18121	1821
8057	3025	20649
16691	9020	9988
8480	19785	15443
15253	2529	397
6066	10562	4852
2878	5884	717
6879	2374	17043
19095	10024	13886
7258	5157	23467
23813	13273	26031
12059	12094	23030
22161	11400	590
10811	6794	10336
15310	19769	4733
19476	104	18166
14262	20068	17263
10083	832	11202
17919	7574	25515
22216	16154	5390
686	2124	24334
20734	6794	23335
21177	19421	24766
13329	14040	7761
1508	8423	16118
8057	6070	20206
9707	2440	20262
15132	13577	12905
13698	2173	21276
959	13721	26869
16128	17738	9901
18846	15710	25974
25793	12914	12057
19482	17046	3371
24364	7743	3872
24351	8817	12852
9552	20648	11959
14499	11255	10906
6244	17466	8391
25888	19784	25515
13662	8264	3370
20011	8716	11051
16892	908	6966
7608	5884	19257
18610	85	23074
772	2394	1952
