24944	7125	5550
2445	8203	25656
21050	16509	13886
25853	17870	25278
10	131	10424
18497	17749	25025
6464	15930	23565
21802	9995	21280
12410	8707	10095
20186	11659	7552
21089	17776	18180
17354	17490	15253
1663	8287	10130
14464	16380	15145
5298	5874	18178
17484	8307	23725
7360	4997	2253
15579	11484	7065
9758	14757	11511
21489	17906	6798
25883	17317	19222
6716	6794	6691
13499	12655	885
23351	6240	24204
23995	931	3265
13998	16238	13819
23093	4785	14847
13329	14040	7761
26620	17022	12490
14716	21054	23215
4124	9884	23369
23995	10634	21149
1034	17154	18455
1193	7998	19460
5601	6935	15253
8690	14739	5808
22525	12824	22312
23030	14570	21276
17651	3978	5838
12023	18326	42
6374	8817	16322
21053	16745	12433
18366	7789	22214
24766	3280	12023
22216	18353	20650
185	5533	26682
5506	9449	16781
7639	11792	17429
17733	15599	11191
6503	2713	24863
14177	14739	3460
6532	3972	3049
6464	9168	4070
25515	21404	2832
26536	4850	24332
5826	10659	2461
22074	6794	5037
5669	1450	21959
13384	2955	26298
11425	21523	16073
23317	15572	14360
3186	2590	7420
11530	11079	1061
10751	8817	6850
24631	20410	6642
6182	1108	16303
2834	16317	24206
2320	6794	25515
16012	10379	3378
2603	8706	6413
14529	7654	4035
23801	6608	14629
25240	7526	13819
20293	5621	3810
24903	1921	4494
10405	12397	6808
22225	17248	21959
16593	9231	14731
20712	8697	20284
10864	8204	5097
17414	17804	18313
16473	2542	20531
2603	6914	13111
14271	13981	10817
19964	2710	21959
9441	14688	1805
23704	3672	23437
8050	2787	4070
4957	20584	4455
3947	17113	20110
6318	12474	7262
19874	7526	13662
2139	8104	16958
24675	20907	3930
7608	18375	12257
21178	17639	11135
11281	5884	20425
5846	6958	6244
17948	17870	15768
18426	14889	5608
956	3921	772
16012	470	3378
23565	8956	20753
24509	12258	2346
5279	4083	4400
17101	15869	12100
25386	13016	9204
3866	4529	11692
22999	5027	6518
24880	17490	26084
22781	11717	11381
8932	11247	15181
18726	17445	23220
3408	5281	14982
4177	10800	12317
23940	4786	15726
14011	7020	23012
