7162	6748	3664
5773	5106	6228
8976	2909	1873
3129	2340	4656
191	3812	8308
244	9083	5677
9946	9751	444
3606	8962	4743
1946	5286	2887
4791	2872	3621
9853	105	9072
9260	1503	5132
9946	1690	3670
7573	10724	6711
10232	710	10135
6887	6707	6577
8367	10501	6126
1946	7101	10517
1654	6647	3715
9946	8333	1940
5773	9460	96
8976	3217	9154
10518	9163	7747
10334	1962	1484
201	117	2194
1652	7555	6709
2783	9936	7511
6887	6910	5258
3526	7325	8505
5654	2027	9793
5750	6935	122
2579	3961	10216
1946	4981	2012
8180	8279	4319
2358	4105	2000
9300	4089	2586
6399	10381	10449
4791	9032	5855
4791	312	9841
8283	5716	7877
2395	10328	5712
3181	10113	8553
9399	10346	2385
2919	7303	4924
5489	5688	3464
1946	1211	5706
9969	2638	6036
2195	3220	8119
10232	1753	4915
9969	317	6990
5773	5311	10818
10518	8320	8569
7414	5976	9394
5750	1959	6704
1946	4133	10948
1230	3400	4346
4873	7706	2569
2574	3361	9629
972	7434	6484
4904	7962	1899
746	1947	10910
6887	2114	3992
1946	5093	403
5445	489	1157
6887	7944	7787
2919	3938	5944
6887	5678	8926
10784	545	3123
6399	9494	3113
8367	1324	939
2408	2924	3664
1094	1696	9019
8979	9709	6789
6616	3798	7528
8960	2552	6591
3181	3990	8958
8028	567	9173
7945	8138	2131
1946	8130	1408
2919	8070	5018
9995	6094	6029
444	7265	6389
6740	4688	4208
746	2743	9629
4873	5694	6878
2919	4132	3961
2875	5044	4645
6284	6189	7788
2919	9781	5608
6740	7802	7076
7320	1093	2711
1094	10994	4373
10518	10772	2175
9196	638	3271
4878	296	8768
5773	10175	7083
10232	9482	10535
7162	628	6960
746	8614	5842
6887	2821	5662
4852	5822	8695
6887	10710	1498
746	4785	3269
8262	2054	5786
2095	7726	5894
6399	3164	6625
5844	9818	6866
1946	10217	912
10518	5368	7972
6009	9510	9684
8736	5555	5526
4852	4792	6608
8438	10223	7337
7405	4926	10475
2358	2987	2369
6009	8732	7027
5559	9494	6077
9120	6087	10083
1946	6094	5681
7321	3842	9192
6887	9604	2265
7573	8399	5324
7162	3605	8544
9196	3426	7016
972	3484	2413
10784	5989	6575
6887	7521	9162
9300	4885	4329
6887	3500	4721
6887	2922	980
4873	4920	4888
6887	3526	9213
9946	7032	2732
6887	3488	9008
8367	5047	10295
10604	6797	5196
3733	3658	4973
5803	4213	5173
9300	769	1638
8367	10721	6894
9300	2870	8101
10518	5793	4872
746	11004	3475
10184	1981	2890
3543	553	9920
6740	8919	5058
3750	8202	3235
5803	1845	5516
4372	6094	6133
1946	2175	5015
7573	2083	1250
6887	3387	980
10604	6237	7062
1993	8026	11000
239	6441	2809
6740	3098	10630
6887	6266	10663
10518	1034	5047
2195	5688	754
10348	3658	4973
5481	6225	1011
9729	6308	10226
1946	5654	5087
10877	4054	235
4873	9649	1724
2919	8800	5287
9969	280	10528
3850	2054	3953
7162	6084	1794
10348	7259	3227
4873	4749	4538
5445	5917	9834
9946	10240	6089
191	5481	4592
8367	8140	10056
5372	8790	8745
10518	10197	4061
2222	3348	1821
4852	4792	10116
8164	2714	9744
4791	1115	8210
1946	891	5706
6887	41	2314
2222	7717	1849
7405	2144	6924
239	7619	7734
10858	3081	10355
3404	3657	9023
4852	4792	5505
5803	9321	5288
2919	1819	8789
2195	9367	10161
4280	7185	4027
4904	10589	10113
10232	7536	5299
8828	4367	3689
6399	6466	329
1946	5296	8201
1963	7306	8575
6887	3818	4248
8976	2937	10782
5773	1742	2162
10858	5271	7892
10348	4725	9674
1012	2999	4409
5481	1593	10586
7162	2694	10897
8831	10226	6528
6740	4536	7994
10518	2025	4786
6399	8929	9206
2195	4505	5706
4873	1409	6690
6887	6076	7686
10401	5509	1111
9300	6859	282
884	8635	10341
6887	737	1740
7414	446	8947
2976	5600	119
10674	6311	10488
3728	780	2133
2358	144	6427
444	727	10279
1946	1968	797
6740	1216	4430
5563	9494	7502
9300	769	1174
3181	2880	2693
5803	5322	6054
4852	4792	10193
8367	2945	4822
6399	10290	7637
2195	2088	4710
8335	1470	1489
5773	10876	8408
2976	5251	9082
10858	6029	7964
1946	10836	124
5611	9525	8718
4852	4875	6349
746	9119	731
6740	8182	9262
5844	8922	2411
1946	1058	10517
9399	9494	9413
6740	7097	2156
5372	3796	9081
6009	4348	5129
457	8903	8435
1946	10146	4731
10334	8295	3568
6009	8744	661
1946	9241	6927
6887	4644	10758
6399	1883	3739
7162	4935	4334
5300	5869	5415
10232	10751	7829
10784	2812	10389
4852	4792	3578
6887	4171	9926
2195	4682	1626
1230	7613	3691
4852	4792	10466
1946	5465	5720
6399	9181	3626
8949	9909	6902
1993	9937	3861
5489	8693	1915
5803	1307	6054
10518	769	4973
6887	2661	8819
6887	751	980
6887	3517	2947
9295	3118	3664
9969	8253	11052
10518	8615	3412
4852	4792	3933
439	10475	9811
7414	4248	5451
5773	158	10138
1230	144	7993
6887	7074	7120
2195	9258	10118
187	9834	2660
4873	9494	4339
9946	10240	8783
6887	8540	10628
5654	10409	8443
5559	3322	8356
9260	8654	9699
1946	9828	2260
10784	69	6994
9067	933	5471
1230	7596	10580
6009	7091	6799
2195	7721	9476
475	5091	916
10518	5800	7381
8367	3687	4362
5773	5566	882
2294	9234	4776
746	4562	7324
6887	4225	6419
10518	8160	5438
7516	10884	7260
5773	8136	2779
2195	297	10264
5559	9352	6704
5773	8285	6180
7451	4940	4450
9878	6107	4261
1946	3490	6233
5372	399	8370
9196	10856	4941
746	8964	5668
5445	6087	9188
2976	3084	2211
2569	769	2678
7876	1282	492
5563	2339	5773
7162	9494	5132
7162	5089	2019
444	8387	5721
6034	2073	8867
10401	5030	10298
6740	10966	7647
7405	7670	1279
10518	2772	9734
1993	2812	2880
9563	9433	4178
4838	5906	7610
4852	4792	4505
3404	5191	9668
4852	4792	7355
7876	934	1878
10727	3335	7815
1946	4251	1301
972	1463	1130
160	8626	426
1763	4903	9917
6887	2053	7055
2195	4426	6520
5456	6071	5251
10784	3787	7525
10232	5253	5396
8456	5374	6030
7414	10271	9674
6009	1586	1791
9826	5130	10817
10889	1185	6297
746	7357	10941
9158	2558	195
6364	3783	8744
2478	6911	5557
2195	8389	5706
7320	2006	3272
9969	6899	2002
884	5115	4148
8831	9626	2688
6399	3498	2744
1824	9186	8389
6399	6768	5964
10127	2099	4409
3181	10939	8553
7162	255	3764
8367	2400	5944
5750	10432	6704
8960	3535	3362
7831	10535	67
9969	6680	3211
2195	5095	2417
10518	9120	444
7162	10407	10899
1094	7070	459
1946	4201	2425
6399	9494	7782
6887	2508	2584
9826	8152	4252
9826	6817	8422
2220	1514	4259
