4873	3616	2025
8976	2316	5641
5559	10508	3499
1946	5688	6889
6887	972	6708
1946	3658	4449
6887	10686	2091
444	8932	8653
5356	6084	7237
6887	1553	7771
7573	6943	4233
8367	6081	1479
6887	3835	10939
439	10475	9811
9826	3718	5755
4873	10295	2329
2458	5872	9551
8367	2945	4822
1824	10007	9928
972	10967	5522
2195	5343	913
9770	3273	10359
3728	4832	3780
5642	2816	4337
2919	8638	6487
2976	5688	2621
746	2618	6695
6887	3971	6824
3913	6197	6906
6009	6155	10963
3728	1856	113
6284	649	4619
6887	272	7503
862	1136	7836
8367	3388	8892
2195	5411	10532
746	5225	990
2799	9494	2199
1824	10502	10578
4852	4792	1945
6887	4804	761
10348	3553	6843
9196	1158	9584
5356	8326	5539
8367	6421	4475
4873	2127	4989
8164	6074	188
10858	360	10858
6740	3792	9069
6009	3055	2053
3404	5191	9668
10354	5312	7117
4873	7477	6630
9969	1364	10407
6399	2149	857
972	9230	9963
4873	5330	7068
4628	817	4338
3750	388	405
10877	5089	5881
10699	6687	6164
8976	10216	2756
9826	7916	5315
1824	9134	3504
2919	4015	1798
1946	729	9122
3630	10155	6887
10348	8352	2441
2195	4066	1735
9969	2977	7886
6009	3799	6817
7405	9390	5279
9196	7173	1937
8438	2226	7337
2783	9457	4642
8367	816	10126
5445	7529	2347
7162	9608	6115
2222	6818	5831
5750	10432	6704
10232	9482	10535
6399	1692	4092
6399	10081	5420
444	5130	31
4685	7447	7991
2569	15	693
8438	2056	3664
4791	5127	7500
6399	3369	7124
5844	9701	1640
4791	7431	870
9300	9905	9662
7444	10324	4491
8367	2871	4903
8078	4552	9209
7945	9286	10202
6566	10211	8883
6887	8531	601
2195	2108	6650
7162	7936	6211
5803	10221	6901
5773	10876	8408
1230	6851	9221
9969	6680	3211
2454	5106	5327
6887	10887	7615
6009	3475	3942
1946	8458	3664
5923	867	2120
4873	3715	1728
4852	4792	1670
8450	5654	758
6887	9871	3110
6887	7682	1326
6887	2054	10508
9969	4727	6858
746	2410	1081
4878	420	10863
10858	275	3690
9300	6122	4313
5773	2	2146
9865	2771	4956
10699	10451	232
4852	4792	451
8367	2696	8934
2358	8454	272
1946	2072	6143
9946	5345	7562
1819	4077	1428
9300	7885	10824
4852	4792	9910
1662	10124	440
5773	5265	3177
6399	7502	5964
1946	6618	2049
4170	6094	6475
6399	10277	2232
7444	2289	4581
6009	9772	138
2264	674	8071
5160	10125	2371
5750	5994	2126
2919	2747	7477
7414	756	4983
9260	8823	10767
6399	8493	1682
8450	10874	4468
6887	8829	7590
6740	10355	3379
2569	6913	3106
5481	7423	2055
8450	843	8612
2222	6945	4612
8367	2198	1479
5300	3535	7859
8960	2552	6591
2783	9494	9991
6284	6189	7788
1993	6065	10362
1993	2064	7835
4904	7962	1899
5022	2666	3244
9399	47	10409
5590	9821	3092
6009	1460	2887
7162	1705	455
10858	8786	4077
7933	6111	8614
2993	7872	1434
7573	2623	10897
1946	1052	462
8949	7846	6249
1946	255	58
3404	4576	8668
9196	4246	7443
2322	947	6456
1824	10151	9228
9826	7213	6187
6616	7129	7417
5773	3003	9162
4852	4792	5869
7933	8902	4637
9826	4858	10728
4873	2227	5623
10232	1932	9262
5372	190	8938
5445	6144	2917
244	3207	8172
9260	2574	5464
6009	9161	830
9399	7153	7517
1946	1199	1778
4852	4792	4302
8831	10608	5990
6616	9797	10096
9946	4027	8553
10518	10779	2407
4405	950	3267
2919	4976	1742
